Date,Review,Review Lemma,Topics,Names,Representation,Representative_Docs,Positive,Neutral,Negative
7 de fevereiro de 2022,"Local legal, entrega de comida bem rápida, couver artístico bom, bastante variedades de comida, preços mais acima",local legal entregar comida bem rápido couver artístico bom bastante variedade comida preço mais acima,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9423382878303528,0.02513471059501171,0.032526981085538864
7 de fevereiro de 2022,"Muito bem atendido, com uma entrega de comida rápida, e bom cover artístico,  entregando boa diversidade de comidas!",muito bem atendir entrega comida rápido bom cover artístico entregar bom diversidade comida,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9511169195175171,0.015870606526732445,0.033012375235557556
7 de fevereiro de 2022,"Muito bom! Adoro ir no guacamole barra!! Diversão garantida, além de comidas deliciosas!! Recomendo muito!! 😉",muito bom adorar ir guacamole barra diversão garantir além comida delicioso recomendar muito,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9715235233306885,0.010230349376797676,0.018246127292513847
7 de fevereiro de 2022,"Recomendo muito. Comida boa. Ambiente temático, agradável e super animado. Iria outras vezes sem dúvidas! Vale a pena a visita",recomendar muito comida bom ambiente temático agradável super animar vez dúvida valer pena visita,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9539293050765991,0.016776487231254578,0.02929421328008175
6 de fevereiro de 2022,"O ambiente é animado, bem família e o atendimento é excelente. Tem pratos que servem aos que amam pimenta e aos que nem tanto. Ganhamos vários brindes pro aniversariante. Amei.",ambiente animar bem família atendimento excelente ter prato servir amar pimento tanto ganhamos brinde pro aniversariante amei,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9695516228675842,0.0172517579048872,0.013196630403399467
5 de fevereiro de 2022,"Porções bem servidas e
Saborosas. Preço justo. Local bem decorado e agradável. Tocam música em todas as mesas, bem divertido. Cardápio digital, facilita bastante. Vale a pena conhecer.",porção bem servido saborosa preço justo local bem decorar agradável tocar música mesa bem divertido cardápio digital facilitar bastante valer pena conhecer,2,2_música_bom_ambiente_muito,"['música', 'bom', 'ambiente', 'muito', 'atendimento', 'musica', 'comida', 'animar', 'comer', 'excelente']","['atendimento excelente bom comida ambiente divertido música agradável valer pena conhecer', 'ambiente muito agradável música bom excelente atendimento comida boa chegar bem rápido muito atencioso', 'excelente atendimento comida bom ambiente muito agradável aconchegante música qualidade animar']",0.9528281092643738,0.031621407717466354,0.015550523065030575
4 de fevereiro de 2022,"Atendentes super atenciosas. 
Cardápio para @s froux@s com pimenta, como eu,rs
Ambiente animado. 
Ótimos músicos.",atendente super atenciose cardápio froux@s pimenta rs ambiente animar ótimos músico,2,2_música_bom_ambiente_muito,"['música', 'bom', 'ambiente', 'muito', 'atendimento', 'musica', 'comida', 'animar', 'comer', 'excelente']","['atendimento excelente bom comida ambiente divertido música agradável valer pena conhecer', 'ambiente muito agradável música bom excelente atendimento comida boa chegar bem rápido muito atencioso', 'excelente atendimento comida bom ambiente muito agradável aconchegante música qualidade animar']",0.8883986473083496,0.03169804438948631,0.07990337908267975
4 de fevereiro de 2022,Excelente. Música Mexicana ao vivo.  Gostei muito. Aniversariante tem direito à uma garrafa de vinho ou R$100 desconto. Comida tradicional muito boa.,excelente música mexicano vivo gostar muito aniversariante ter direito garrafa vinho desconto comer tradicional muito bom,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9780969023704529,0.015379216521978378,0.00652390206232667
2 de fevereiro de 2022,"Maravilhoso, ambiente agradável, atendentes atenciosos e prestativos, comida boa de mais. Preço justo. Parabéns a toda a equipe.",maravilhoso ambiente agradável atendente atencioso prestativo comida bom mais preço justo parabéns equipe,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9579777717590332,0.022420357912778854,0.019601868465542793
29 de janeiro de 2022,"Boa comida, atendimento rápido e cordial e música divertida! Já fomos muitas vezes e amamos! 👏🏼😊🌮",bom comida atendimento rápido cordial música divertido já ser vez amamos 👏,2,2_música_bom_ambiente_muito,"['música', 'bom', 'ambiente', 'muito', 'atendimento', 'musica', 'comida', 'animar', 'comer', 'excelente']","['atendimento excelente bom comida ambiente divertido música agradável valer pena conhecer', 'ambiente muito agradável música bom excelente atendimento comida boa chegar bem rápido muito atencioso', 'excelente atendimento comida bom ambiente muito agradável aconchegante música qualidade animar']",0.9555665254592896,0.02288772724568844,0.021545687690377235
29 de janeiro de 2022,"Muito bom, atendimento maravilhoso e comida muito boa. 
Sem contar os mariachis, sem dúvida voltarei.",muito bom atendimento maravilhoso comer muito bom contar mariachi dúvida voltarei,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9607798457145691,0.01598261296749115,0.02323756366968155
29 de janeiro de 2022,"Guacamole nunca decepciona! Além da Barra, já estive nas unidades do Jardim Botânico e Balneário Camboriú e todas são incríveis! Atendimento 10, boa música, mariachis divertidíssimos e energia incrível!
O preço é mediano. Mas de vez em quando, vale a pena!
Única sugestão que tenho...Mais",guacamole nunca decepcionar além barra já estiver unidade jardim botânico balneário incrível atendimento bom música mariachi divertidíssimo energia incrível preço mediano vez quando valer pena único sugestão ter mais,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.806187093257904,0.07520762830972672,0.11860530823469162
29 de janeiro de 2022,"Muito gostoso ! Excelente atendimento , estava entre amigos de Florianópolis, faltou apenas informação na hora do pedido, mas tá tudo certo",muito gostoso excelente atendimento amigo faltar apenas informação hora pedido,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9626415967941284,0.022104162722826004,0.015254287049174309
27 de janeiro de 2022,"Ótimo atendimento. Comida muito saborosa, bem temperada. Ambiente divertido. Voltaremos mais vezes com certeza",bom atendimento comer muito saboroso bem temperar ambiente divertido voltaremos mais vez certeza,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.923173725605011,0.035370100289583206,0.04145612195134163
27 de janeiro de 2022,Restaurante com decoração agradável e ótima refeição. Muito boa para confraternizar em família. Recomendo.,restaurante decoração agradável ótimo refeição muito bom confraternizar família recomendar,5,5_restaurante_bom_muito_atendimento,"['restaurante', 'bom', 'muito', 'atendimento', 'comida', 'recomendar', 'bem', 'excelente', 'super', 'qualidade']","['restaurante animar bom atendimento comer delicioso ambiente agradável divertido ir amigo', 'excelente restaurante muito animar comida ótimo atendimento excelente drink muito bom também', 'restaurante grupo amigo comida muito bom atendimento incrível recomendar']",0.8893232941627502,0.03768221661448479,0.07299453765153885
27 de janeiro de 2022,"Comida de ótima qualidade, e boa apresentação dos pratos. Atendentes simpáticos e boa agilidade no serviço.",comer ótimo qualidade bom apresentação prato atendente simpático bom agilidade serviço,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9560353755950928,0.02607395127415657,0.01789071038365364
25 de janeiro de 2022,"Restaurante perfeito!! O que mais me chamou atenção foi a rapidez no atendimento, mesmo com o restaurante cheio. A comida muito boa, tem opções para quem não gosta de muito apimentado. Além disso, o restaurante é muito bem decorado, dá para tirar muitas fotos.",restaurante perfeito mais chamar atenção rapidez atendimento mesmo restaurante cheio comida muito bom ter opção não gostar muito apimentar além restaurante muito bem decorado dar tirar foto,5,5_restaurante_bom_muito_atendimento,"['restaurante', 'bom', 'muito', 'atendimento', 'comida', 'recomendar', 'bem', 'excelente', 'super', 'qualidade']","['restaurante animar bom atendimento comer delicioso ambiente agradável divertido ir amigo', 'excelente restaurante muito animar comida ótimo atendimento excelente drink muito bom também', 'restaurante grupo amigo comida muito bom atendimento incrível recomendar']",0.6635143160820007,0.04658878222107887,0.2898968458175659
24 de janeiro de 2022,"A comida estava excelente, e o atendimento melhor ainda!! Agradecer tb ao Leo pelo ótimo atendimento.",comida excelente atendimento bom ainda agradecer tb leo bom atendimento,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9748391509056091,0.016895495355129242,0.008265308104455471
21 de janeiro de 2022,Comemoramos o aniversário da minha tia no guacamole e o atendimento foi maravilhoso!! Fomos muito bem atendidos. Voltarei com ctz,comemoramos aniversário tia guacamole atendimento maravilhoso muito bem atendido voltarar ctz,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9533655047416687,0.015510767698287964,0.031123751774430275
15 de janeiro de 2022,"Foi com minha esposa ao restaurante, fomos surpreendidos pelo belo atendimento e comida extremamente saborosa. Lugar badalado mas que não se deixa prejudicar por sempre estar cheio.",ser esposo restaurante surpreendir belo atendimento comer extremamente saboroso lugar badalar não deixar prejudicar sempre cheio,5,5_restaurante_bom_muito_atendimento,"['restaurante', 'bom', 'muito', 'atendimento', 'comida', 'recomendar', 'bem', 'excelente', 'super', 'qualidade']","['restaurante animar bom atendimento comer delicioso ambiente agradável divertido ir amigo', 'excelente restaurante muito animar comida ótimo atendimento excelente drink muito bom também', 'restaurante grupo amigo comida muito bom atendimento incrível recomendar']",0.43800967931747437,0.17138679325580597,0.39060351252555847
15 de janeiro de 2022,"Lugar muito ornamentado, carregado de cultura mexicana. Apresentação Mariachi entre as mesas dando um tom mais animado e empolgante. Comida muito saborosa, preço justo e sistema de tablets nas mesas para fazer pedidos.",lugar muito ornamentar carregar cultura mexicano apresentação mariachi mesa dar tom mais animar empolgante comer muito saboroso preço justo sistema tablet mesa fazer pedido,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9154388904571533,0.03217271715402603,0.05238841474056244
3 de janeiro de 2022,"Sem sombra de dúvida, este foi o melhor restaurante mexicano que já comi na vida! E você é fã de comida mexicana, não pode perder! O espaço é um charme! Mas como tem música um pouco alta, recomendo sentar do lado de fora. A comida...Mais",sombra dúvida bom restaurante mexicano já comi vida fã comida mexicano não poder perder espaço charme como ter música pouco alto recomer sentar lado fora comida mais,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.8582011461257935,0.06457938998937607,0.07721948623657227
18 de dezembro de 2021,Lugar maravilhoso para degustar cardápio mexicanos e deliciosos drinks com o diferencial de um excelente atendimento de todos os colaboradores do local. Eu simplesmente amo!,lugar maravilhoso degustar cardápio mexicano delicioso drink diferencial excelente atendimento colaborador local simplesmente amo,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9597412943840027,0.01867944560945034,0.021579362452030182
13 de dezembro de 2021,"Simplesmente apaixonada, de longe foi a melhor comida mexicana e melhor experiência em um restaurante mexicano! Saindo satisfeita  por ter conhecido um lugar que vale a pena! 🥰",simplesmente apaixonar longe bom comida mexicano bom experiência restaurante mexicano sair satisfeito conhecer lugar valer pena 🥰,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9564899206161499,0.01947026140987873,0.024039847776293755
9 de dezembro de 2021,"Lugar ótimo, bem tematizado, o ambiente e decoração são lindos! Mas o destaque são as opções do cardápio, comida saborosa e preço justo!",lugar ótimo bem tematizar ambiente decoração linr destaque opção cardápio comida saboroso preço justo,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9319146275520325,0.036514341831207275,0.031571049243211746
30 de novembro de 2021,"O restaurante é super bem localizado, além de ter uma equipe de atendimento fantástica, super educados e solícitos. Fomos atendidos pelo Alysson, que além de dar sugestões sobre o que comer, é muito cortês, sempre questionando se estávamos bem acomodados e gostando da experiência.",restaurante super bem localizar além ter equipe atendimento fantástico super educar solícito atender alysson além dar sugestão comer muito cortês sempre questionar bem acomodar gostar experiência,5,5_restaurante_bom_muito_atendimento,"['restaurante', 'bom', 'muito', 'atendimento', 'comida', 'recomendar', 'bem', 'excelente', 'super', 'qualidade']","['restaurante animar bom atendimento comer delicioso ambiente agradável divertido ir amigo', 'excelente restaurante muito animar comida ótimo atendimento excelente drink muito bom também', 'restaurante grupo amigo comida muito bom atendimento incrível recomendar']",0.9008165001869202,0.04067263752222061,0.058510810136795044
20 de novembro de 2021,A comida e o atendimento são bons. Os valores dos drinks estavam bem acessiveis no happy hour. E o diferencial eh o ambiente temático.,comida atendimento bom valor drink bem acessivel happy hour diferencial eh ambiente temático,4,4_bebida_drink_bom_atendimento,"['bebida', 'drink', 'bom', 'atendimento', 'muito', 'cerveja', 'comer', 'gelar', 'ambiente', 'excelente']","['lugar comida muito gostoso drink excelente ambiente muito bom atendimento muito bom', 'muito recomendar bom lugar bebida excelente comida maravilhoso bom preço bom atendimento', 'ambiente maravilhoso agradável bom atendimento bebida bom comer delicioso recomendar']",0.9583149552345276,0.02714543230831623,0.014539633877575397
6 de outubro de 2021,Excelente ambiente e atendimento. A comida é ótima!! A Maria e a Cris e todos atendentes são  demais!,excelente ambiente atendimento comida ótimo cris atendente demais,1,1_muito_bom_atendimento_ambiente,"['muito', 'bom', 'atendimento', 'ambiente', 'lugar', 'excelente', 'comida', 'comer', 'maravilhoso', 'agradável']","['experiência incrível comer ótimo lugar super animar atendimento maravilhoso valer muito conhecer lugar decoração temático muito legal', 'lugar muito agradável curtir amigo bom atendimento comer muito bom recomendar muito', 'muito bom local excelente atendimento comer muito bom atendente muito animar atencioso recomendar']",0.9525912404060364,0.02295021153986454,0.024458536878228188
3 de outubro de 2021,"Restaurante temático com uma energia incrível!
Caprichosamente decorado, cardápio variado, comida deliciosa e chopp geladíssimo! 
Adorei os Mariachis passando entre as mesas e a opção de fazer o pedido através de tablets.",restaurante temático energia incrível caprichosamente decorar cardápio variado comer delicioso chopp geladíssimo adorar mariachi passar mesa opção fazer pedido através tablet,5,5_restaurante_bom_muito_atendimento,"['restaurante', 'bom', 'muito', 'atendimento', 'comida', 'recomendar', 'bem', 'excelente', 'super', 'qualidade']","['restaurante animar bom atendimento comer delicioso ambiente agradável divertido ir amigo', 'excelente restaurante muito animar comida ótimo atendimento excelente drink muito bom também', 'restaurante grupo amigo comida muito bom atendimento incrível recomendar']",0.8280891180038452,0.02504698559641838,0.1468638926744461
1 de outubro de 2021,"Lugar sensacional,  muito bem decorado e animado. Ótimos drinks e atendimento excelente... primeira vez que fui e voltarei com certa",lugar sensacional muito bem decorar animar ótimos drink atendimento excelente vez voltarar,4,4_bebida_drink_bom_atendimento,"['bebida', 'drink', 'bom', 'atendimento', 'muito', 'cerveja', 'comer', 'gelar', 'ambiente', 'excelente']","['lugar comida muito gostoso drink excelente ambiente muito bom atendimento muito bom', 'muito recomendar bom lugar bebida excelente comida maravilhoso bom preço bom atendimento', 'ambiente maravilhoso agradável bom atendimento bebida bom comer delicioso recomendar']",0.9782134890556335,0.012058542110025883,0.009728027507662773
1 de outubro de 2021,Adoro Guacamole!! Excelente. Mariachis cantaram Maluma pra nós. Foi maravilhoso. Sou fã do restaurante.,adorar guacamole excelente mariachis cantar maluma maravilhoso fã restaurante,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9736891984939575,0.012675626203417778,0.013635149225592613
1 de outubro de 2021,"Tudo excelente! Comida boa, atendimento, música, diversão. Tudo em um único lugar. Vale a pena conhecer.",excelente comida bom atendimento música diversão único lugar valer pena conhecer,2,2_música_bom_ambiente_muito,"['música', 'bom', 'ambiente', 'muito', 'atendimento', 'musica', 'comida', 'animar', 'comer', 'excelente']","['atendimento excelente bom comida ambiente divertido música agradável valer pena conhecer', 'ambiente muito agradável música bom excelente atendimento comida boa chegar bem rápido muito atencioso', 'excelente atendimento comida bom ambiente muito agradável aconchegante música qualidade animar']",0.9923036694526672,0.005331657826900482,0.0023646613117307425
1 de outubro de 2021,"Excelente, adoramos o show e a dedicatória para a aniversariante. Cerveja gelada e atendimento ótimo",excelente adorar show dedicatória aniversariante cerveja gelar atendimento ótimo,3,3_aniversário_comemorar_amigo_muito,"['aniversário', 'comemorar', 'amigo', 'muito', 'bom', 'lugar', 'ambiente', 'amiga', 'mais', 'atendimento']","['bom local comemorar aniversário decoração muito bonito bom atendimento ambiente animar', 'comida maravilhoso ambiente atendimento muito agradável amigo comemorar aniversário super bem atendir', 'muito bom bom atendimento local perfeito comemorar aniversário amigo família']",0.9653672575950623,0.018421053886413574,0.01621161587536335
1 de outubro de 2021,"Não sei porque está entre os melhores na categoria. Localização boa. Couvert de mariachis a 12 reais. Música meio cansativa. Bom atendimento. Comida estava ok, não notei nada excelente. E eu realmente gosto muito da culinária mexicana. Parece mais um bar de petiscos que um...Mais",não saber bom categoria localização bom couvert mariachi real música meio cansativo bom atendimento comer não notar nada excelente realmente gostar muito culinária mexicano parecer mais bar petisco mais,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.39726728200912476,0.17974020540714264,0.4229924976825714
22 de setembro de 2021,"Atendimento e comidas excelentes.
Segundo aniversário que decidi comemorar no estabelecimento e estou super satisfeito.",atendimento comir excelente aniversário decidir comemorar estabelecimento super satisfeito,3,3_aniversário_comemorar_amigo_muito,"['aniversário', 'comemorar', 'amigo', 'muito', 'bom', 'lugar', 'ambiente', 'amiga', 'mais', 'atendimento']","['bom local comemorar aniversário decoração muito bonito bom atendimento ambiente animar', 'comida maravilhoso ambiente atendimento muito agradável amigo comemorar aniversário super bem atendir', 'muito bom bom atendimento local perfeito comemorar aniversário amigo família']",0.9509652256965637,0.020176950842142105,0.028857827186584473
21 de setembro de 2021,"Lugar incrível, com decorações bem colorida e alegre, venho sempre aqui.. comida muito saborosa, tem rodízio na segunda e terça, happy hour todos os dias, Mariachi, músicas latina,recomendo sempre.",lugar incrível decoração bem colorido alegre venho sempre aqui comer muito saboroso rodízio segundo terça happy hourr dia mariachi música latino recomendar sempre,0,0_mexicano_guacamole_comida_restaurante,"['mexicano', 'guacamole', 'comida', 'restaurante', 'mais', 'bom', 'muito', 'ter', 'bem', 'ambiente']","['comer excelente ambiente bem característico música mariachis animar restaurante tocar música típico atendimento muito bom ainda mais inovação colocar tablet mesa fazer pedido bom lugar não só comer comida mexicano também mais', 'americano já comi comida mexicano restaurante mexicano restaurante guacamole ter bom ambiente bom comida já experimentar ficar atento ter pagar música música ótimo parte mais', 'ambiente bem legal mariachi bem divertido não gostar comida mexicano não ter opção']",0.9815776944160461,0.01044054701924324,0.007981783710420132
20 de setembro de 2021,"Fomos comemorar os 30 anos da minha amiga e foi tudo perfeito! Maria ótima, atenciosa e nos auxiliou em tudo",ser comemorar ano amiga perfeito maria ótimo atencioso auxiliar,3,3_aniversário_comemorar_amigo_muito,"['aniversário', 'comemorar', 'amigo', 'muito', 'bom', 'lugar', 'ambiente', 'amiga', 'mais', 'atendimento']","['bom local comemorar aniversário decoração muito bonito bom atendimento ambiente animar', 'comida maravilhoso ambiente atendimento muito agradável amigo comemorar aniversário super bem atendir', 'muito bom bom atendimento local perfeito comemorar aniversário amigo família']",0.29833436012268066,0.04280020669102669,0.6588654518127441
20 de setembro de 2021,"Fui ao restaurante e tive uma ótima experiência, tudo estava uma delícia. Os tacos e quesadilha são excepcionais!! A atendente Maria é muito simpática e fez a experiência no restaurante se tornar mais agradável ainda!!",restaurante ter ótimo experiência delícia taco quesadilha excepcional atendente maria muito simpático fazer experiência restaurante tornar mais agradável ainda,5,5_restaurante_bom_muito_atendimento,"['restaurante', 'bom', 'muito', 'atendimento', 'comida', 'recomendar', 'bem', 'excelente', 'super', 'qualidade']","['restaurante animar bom atendimento comer delicioso ambiente agradável divertido ir amigo', 'excelente restaurante muito animar comida ótimo atendimento excelente drink muito bom também', 'restaurante grupo amigo comida muito bom atendimento incrível recomendar']",0.29302892088890076,0.05534913018345833,0.6516219973564148
